case_id,scale_id,sequence_length,classifier_mode,seed,expectation,episode_count,event_count,transition_count,motif_count,length3_motif_count,length3_support_mass,length3_top_support,length3_top_support_fraction,recurring_length3_fraction,full_sequence_motif_count,full_sequence_support_mass,full_sequence_top_support,full_sequence_top_support_fraction,recurring_full_sequence_fraction,length3_index_status_counts,full_sequence_index_status_counts,length3_background_recurrence_count,length3_ambiguous_evidence_count,full_sequence_background_recurrence_count,full_sequence_ambiguous_evidence_count,repeated_episode_instance_fraction,event_label_redundancy_fraction,transition_redundancy_fraction,compressibility_index,event_history_accuracy,collapsed_static_accuracy,predictive_accuracy_delta,length3_outcome_purity_max,length3_outcome_purity_mean,length3_context_purity_max,length3_context_purity_mean,length3_outcome_entropy_max,length3_context_entropy_max,novelty_failure,failure_modes,evidence_index_failure,evidence_failure_modes,top5_length3_patterns,top5_full_sequence_indexed_patterns
unique_triplets,scaled,3,naive_recurrence,7,no_recurrence,600,1800,1200,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
unique_triplets,scaled,3,naive_recurrence,108,no_recurrence,600,1800,1200,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
unique_triplets,scaled,3,naive_recurrence,209,no_recurrence,600,1800,1200,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
shared_edges_unique_middle,scaled,3,naive_recurrence,7,partial_recurrence_only,600,1800,1200,2,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.495189,0.0,0.165063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
shared_edges_unique_middle,scaled,3,naive_recurrence,108,partial_recurrence_only,600,1800,1200,2,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.495189,0.0,0.165063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
shared_edges_unique_middle,scaled,3,naive_recurrence,209,partial_recurrence_only,600,1800,1200,2,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.495189,0.0,0.165063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
near_miss_drift,scaled,3,naive_recurrence,7,partial_recurrence_only,600,1800,1200,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.243647,0.0,0.081216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
near_miss_drift,scaled,3,naive_recurrence,108,partial_recurrence_only,600,1800,1200,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.243647,0.0,0.081216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
near_miss_drift,scaled,3,naive_recurrence,209,partial_recurrence_only,600,1800,1200,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.243647,0.0,0.081216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
hidden_novelty_alias_collision,scaled,3,naive_recurrence,7,hidden_novelty,600,1800,1200,6,1,600,600,1.0,1.0,1,600,600,1.0,1.0,,,0,0,0,0,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.001667,0.001667,0.001667,0.001667,9.228819,9.228819,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D}",
hidden_novelty_alias_collision,scaled,3,naive_recurrence,108,hidden_novelty,600,1800,1200,6,1,600,600,1.0,1.0,1,600,600,1.0,1.0,,,0,0,0,0,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.001667,0.001667,0.001667,0.001667,9.228819,9.228819,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D}",
hidden_novelty_alias_collision,scaled,3,naive_recurrence,209,hidden_novelty,600,1800,1200,6,1,600,600,1.0,1.0,1,600,600,1.0,1.0,,,0,0,0,0,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.001667,0.001667,0.001667,0.001667,9.228819,9.228819,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D}",
contradictory_outcomes,scaled,3,naive_recurrence,7,outcome_contradiction,600,1800,1200,6,1,600,600,1.0,1.0,1,600,600,1.0,1.0,,,0,0,0,0,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.041667,0.041667,1.0,1.0,4.584963,0.0,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D}",
contradictory_outcomes,scaled,3,naive_recurrence,108,outcome_contradiction,600,1800,1200,6,1,600,600,1.0,1.0,1,600,600,1.0,1.0,,,0,0,0,0,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.041667,0.041667,1.0,1.0,4.584963,0.0,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D}",
contradictory_outcomes,scaled,3,naive_recurrence,209,outcome_contradiction,600,1800,1200,6,1,600,600,1.0,1.0,1,600,600,1.0,1.0,,,0,0,0,0,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.041667,0.041667,1.0,1.0,4.584963,0.0,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D}",
random_small_vocab,scaled,3,naive_recurrence,7,chance_recurrence,600,1800,1200,232,160,403,5,0.008333,0.671667,160,403,5,0.008333,0.671667,,,0,0,0,0,0.671667,0.001828,0.00527,0.226255,0.111111,0.127778,-0.033333,0.5,0.423021,0.5,0.423021,2.321928,2.321928,True,chance_subsequence_recurrence_overcompressed;chance_full_sequence_recurrence_overcompressed,False,,"{F,G} -> {C,D} -> {D,E} | {D,E} -> {F,G} -> {B,C} | {G,H} -> {D,E} -> {D,E} | {D,E} -> {D,E} -> {E,F} | {A,H} -> {D,E} -> {B,C}",
random_small_vocab,scaled,3,naive_recurrence,108,chance_recurrence,600,1800,1200,238,166,406,5,0.008333,0.676667,166,406,5,0.008333,0.676667,,,0,0,0,0,0.676667,0.000618,0.00896,0.228748,0.1,0.1,0.044444,0.5,0.435643,0.5,0.435643,2.321928,2.321928,True,chance_subsequence_recurrence_overcompressed;chance_full_sequence_recurrence_overcompressed,False,,"{G,H} -> {C,D} -> {A,H} | {C,D} -> {E,F} -> {G,H} | {C,D} -> {F,G} -> {C,D} | {A,B} -> {F,G} -> {E,F} | {A,B} -> {D,E} -> {A,H}",
random_small_vocab,scaled,3,naive_recurrence,209,chance_recurrence,600,1800,1200,239,167,411,5,0.008333,0.685,167,411,5,0.008333,0.685,,,0,0,0,0,0.685,0.001178,0.006619,0.230932,0.133333,0.138889,-0.025,0.5,0.431836,0.5,0.431836,2.321928,2.321928,True,chance_subsequence_recurrence_overcompressed;chance_full_sequence_recurrence_overcompressed,False,,"{D,E} -> {D,E} -> {F,G} | {E,F} -> {E,F} -> {E,F} | {G,H} -> {F,G} -> {F,G} | {B,C} -> {E,F} -> {E,F} | {G,H} -> {F,G} -> {G,H}",
uniform_branching,scaled,3,naive_recurrence,7,high_branch_entropy,600,1800,1200,91,36,600,28,0.046667,1.0,36,600,28,0.046667,1.0,,,0,0,0,0,1.0,0.107942,0.100897,0.402946,0.138889,0.0,0.152778,0.583333,0.297624,1.0,1.0,2.561278,0.0,False,low_predictive_utility,False,,"{A,B} -> {B,G} -> {I,J} | {A,B} -> {B,M} -> {C,D} | {A,B} -> {B,K} -> {I,J} | {A,B} -> {B,G} -> {E,F} | {A,B} -> {B,M} -> {E,F}",
uniform_branching,scaled,3,naive_recurrence,108,high_branch_entropy,600,1800,1200,91,36,600,25,0.041667,1.0,36,600,25,0.041667,1.0,,,0,0,0,0,1.0,0.107249,0.099895,0.402381,0.161111,0.0,0.163889,0.6,0.317095,1.0,1.0,2.556657,0.0,False,low_predictive_utility,False,,"{A,B} -> {B,K} -> {I,J} | {A,B} -> {B,M} -> {K,L} | {A,B} -> {B,M} -> {M,N} | {A,B} -> {B,I} -> {G,H} | {A,B} -> {B,M} -> {G,H}",
uniform_branching,scaled,3,naive_recurrence,209,high_branch_entropy,600,1800,1200,91,36,600,26,0.043333,1.0,36,600,26,0.043333,1.0,,,0,0,0,0,1.0,0.107095,0.099359,0.402151,0.127778,0.0,0.122222,0.444444,0.305882,1.0,1.0,2.505587,0.0,False,low_predictive_utility,False,,"{A,B} -> {B,G} -> {C,D} | {A,B} -> {B,E} -> {K,L} | {A,B} -> {B,K} -> {M,N} | {A,B} -> {B,K} -> {K,L} | {A,B} -> {B,G} -> {M,N}",
unique_triplets,scaled,5,naive_recurrence,7,no_recurrence,600,3000,2400,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
unique_triplets,scaled,5,naive_recurrence,108,no_recurrence,600,3000,2400,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
unique_triplets,scaled,5,naive_recurrence,209,no_recurrence,600,3000,2400,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
shared_edges_unique_middle,scaled,5,naive_recurrence,7,partial_recurrence_only,600,3000,2400,2,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.27333,0.0,0.09111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
shared_edges_unique_middle,scaled,5,naive_recurrence,108,partial_recurrence_only,600,3000,2400,2,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.27333,0.0,0.09111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
shared_edges_unique_middle,scaled,5,naive_recurrence,209,partial_recurrence_only,600,3000,2400,2,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.27333,0.0,0.09111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
near_miss_drift,scaled,5,naive_recurrence,7,partial_recurrence_only,600,3000,2400,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.135754,0.0,0.045251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
near_miss_drift,scaled,5,naive_recurrence,108,partial_recurrence_only,600,3000,2400,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.135754,0.0,0.045251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
near_miss_drift,scaled,5,naive_recurrence,209,partial_recurrence_only,600,3000,2400,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.135754,0.0,0.045251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
hidden_novelty_alias_collision,scaled,5,naive_recurrence,7,hidden_novelty,600,3000,2400,13,3,1800,600,0.333333,1.0,1,600,600,1.0,1.0,,,0,0,0,0,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.001667,0.001667,0.001667,0.001667,9.228819,9.228819,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F}",
hidden_novelty_alias_collision,scaled,5,naive_recurrence,108,hidden_novelty,600,3000,2400,13,3,1800,600,0.333333,1.0,1,600,600,1.0,1.0,,,0,0,0,0,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.001667,0.001667,0.001667,0.001667,9.228819,9.228819,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F}",
hidden_novelty_alias_collision,scaled,5,naive_recurrence,209,hidden_novelty,600,3000,2400,13,3,1800,600,0.333333,1.0,1,600,600,1.0,1.0,,,0,0,0,0,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.001667,0.001667,0.001667,0.001667,9.228819,9.228819,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F}",
contradictory_outcomes,scaled,5,naive_recurrence,7,outcome_contradiction,600,3000,2400,13,3,1800,600,0.333333,1.0,1,600,600,1.0,1.0,,,0,0,0,0,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.041667,0.041667,1.0,1.0,4.584963,0.0,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F}",
contradictory_outcomes,scaled,5,naive_recurrence,108,outcome_contradiction,600,3000,2400,13,3,1800,600,0.333333,1.0,1,600,600,1.0,1.0,,,0,0,0,0,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.041667,0.041667,1.0,1.0,4.584963,0.0,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F}",
contradictory_outcomes,scaled,5,naive_recurrence,209,outcome_contradiction,600,3000,2400,13,3,1800,600,0.333333,1.0,1,600,600,1.0,1.0,,,0,0,0,0,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.041667,0.041667,1.0,1.0,4.584963,0.0,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F}",
random_small_vocab,scaled,5,naive_recurrence,7,chance_recurrence,600,3000,2400,520,444,1745,11,0.006111,0.969444,4,8,2,0.003333,0.013333,,,0,0,0,0,0.013333,0.000833,0.003084,0.324454,0.125926,0.144444,-0.008333,0.5,0.298391,0.5,0.298391,3.459432,3.459432,True,chance_subsequence_recurrence_overcompressed,False,,"{D,E} -> {F,G} -> {B,C} | {C,D} -> {C,D} -> {F,G} | {G,H} -> {E,F} -> {A,B} | {E,F} -> {A,H} -> {D,E} | {A,B} -> {F,G} -> {D,E}",
random_small_vocab,scaled,5,naive_recurrence,108,chance_recurrence,600,3000,2400,518,441,1742,9,0.005,0.967778,5,10,2,0.003333,0.016667,,,0,0,0,0,0.016667,0.000403,0.003936,0.324039,0.107407,0.130556,-0.005556,0.5,0.300212,0.5,0.300212,3.169925,3.169925,True,chance_subsequence_recurrence_overcompressed,False,,"{A,H} -> {E,F} -> {F,G} | {E,F} -> {F,G} -> {B,C} | {F,G} -> {B,C} -> {F,G} | {C,D} -> {A,H} -> {C,D} | {C,D} -> {E,F} -> {G,H}",
random_small_vocab,scaled,5,naive_recurrence,209,chance_recurrence,600,3000,2400,525,446,1753,11,0.006111,0.973889,7,14,2,0.003333,0.023333,,,0,0,0,0,0.023333,0.000686,0.00317,0.325915,0.138889,0.127778,-0.004167,0.5,0.303557,0.5,0.303557,3.459432,3.459432,True,chance_subsequence_recurrence_overcompressed,False,,"{B,C} -> {B,C} -> {G,H} | {F,G} -> {E,F} -> {F,G} | {F,G} -> {C,D} -> {E,F} | {D,E} -> {B,C} -> {F,G} | {G,H} -> {A,B} -> {B,C}",
uniform_branching,scaled,5,naive_recurrence,7,high_branch_entropy,600,3000,2400,541,353,1711,24,0.013333,0.950556,97,211,4,0.006667,0.351667,,,0,0,0,0,0.351667,0.030858,0.045337,0.34225,0.17037,0.026389,0.15,1.0,0.394138,1.0,1.0,4.136842,0.0,False,low_predictive_utility,False,,"{A,B} -> {B,G} -> {I,J} | {A,B} -> {B,M} -> {E,F} | {A,B} -> {B,G} -> {M,N} | {A,B} -> {B,G} -> {E,F} | {A,B} -> {B,G} -> {G,H}",
uniform_branching,scaled,5,naive_recurrence,108,high_branch_entropy,600,3000,2400,563,374,1729,24,0.013333,0.960556,98,210,4,0.006667,0.35,,,0,0,0,0,0.35,0.030562,0.045326,0.345481,0.133333,0.018056,0.15,1.0,0.406192,1.0,1.0,4.221928,0.0,False,low_predictive_utility,False,,"{A,B} -> {B,K} -> {M,N} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,K} -> {K,L} | {A,B} -> {B,M} -> {K,L} | {A,B} -> {B,M} -> {G,H}",
uniform_branching,scaled,5,naive_recurrence,209,high_branch_entropy,600,3000,2400,570,373,1735,25,0.013889,0.963889,106,227,4,0.006667,0.378333,,,0,0,0,0,0.378333,0.030448,0.044769,0.346368,0.168519,0.018056,0.1375,1.0,0.397583,1.0,1.0,4.133661,0.0,False,low_predictive_utility,False,,"{A,B} -> {B,I} -> {K,L} | {A,B} -> {B,K} -> {K,L} | {A,B} -> {B,K} -> {C,D} | {A,B} -> {B,E} -> {G,H} | {A,B} -> {B,G} -> {C,D}",
unique_triplets,scaled,8,naive_recurrence,7,no_recurrence,600,4800,4200,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
unique_triplets,scaled,8,naive_recurrence,108,no_recurrence,600,4800,4200,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
unique_triplets,scaled,8,naive_recurrence,209,no_recurrence,600,4800,4200,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
shared_edges_unique_middle,scaled,8,naive_recurrence,7,partial_recurrence_only,600,4800,4200,2,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.160223,0.0,0.053408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
shared_edges_unique_middle,scaled,8,naive_recurrence,108,partial_recurrence_only,600,4800,4200,2,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.160223,0.0,0.053408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
shared_edges_unique_middle,scaled,8,naive_recurrence,209,partial_recurrence_only,600,4800,4200,2,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.160223,0.0,0.053408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
near_miss_drift,scaled,8,naive_recurrence,7,partial_recurrence_only,600,4800,4200,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.079865,0.0,0.026622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
near_miss_drift,scaled,8,naive_recurrence,108,partial_recurrence_only,600,4800,4200,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.079865,0.0,0.026622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
near_miss_drift,scaled,8,naive_recurrence,209,partial_recurrence_only,600,4800,4200,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.079865,0.0,0.026622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,,,
hidden_novelty_alias_collision,scaled,8,naive_recurrence,7,hidden_novelty,600,4800,4200,22,6,3600,600,0.166667,1.0,1,600,600,1.0,1.0,,,0,0,0,0,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.001667,0.001667,0.001667,0.001667,9.228819,9.228819,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F} | {D,E} -> {E,F} -> {F,G} | {E,F} -> {F,G} -> {G,H}",
hidden_novelty_alias_collision,scaled,8,naive_recurrence,108,hidden_novelty,600,4800,4200,22,6,3600,600,0.166667,1.0,1,600,600,1.0,1.0,,,0,0,0,0,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.001667,0.001667,0.001667,0.001667,9.228819,9.228819,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F} | {D,E} -> {E,F} -> {F,G} | {E,F} -> {F,G} -> {G,H}",
hidden_novelty_alias_collision,scaled,8,naive_recurrence,209,hidden_novelty,600,4800,4200,22,6,3600,600,0.166667,1.0,1,600,600,1.0,1.0,,,0,0,0,0,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.001667,0.001667,0.001667,0.001667,9.228819,9.228819,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F} | {D,E} -> {E,F} -> {F,G} | {E,F} -> {F,G} -> {G,H}",
contradictory_outcomes,scaled,8,naive_recurrence,7,outcome_contradiction,600,4800,4200,22,6,3600,600,0.166667,1.0,1,600,600,1.0,1.0,,,0,0,0,0,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.041667,0.041667,1.0,1.0,4.584963,0.0,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F} | {D,E} -> {E,F} -> {F,G} | {E,F} -> {F,G} -> {G,H}",
contradictory_outcomes,scaled,8,naive_recurrence,108,outcome_contradiction,600,4800,4200,22,6,3600,600,0.166667,1.0,1,600,600,1.0,1.0,,,0,0,0,0,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.041667,0.041667,1.0,1.0,4.584963,0.0,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F} | {D,E} -> {E,F} -> {F,G} | {E,F} -> {F,G} -> {G,H}",
contradictory_outcomes,scaled,8,naive_recurrence,209,outcome_contradiction,600,4800,4200,22,6,3600,600,0.166667,1.0,1,600,600,1.0,1.0,,,0,0,0,0,1.0,0.0,0.0,0.333333,1.0,0.0,1.0,0.041667,0.041667,1.0,1.0,4.584963,0.0,True,compressed_hidden_or_contradictory_novelty;low_outcome_purity,False,,"{A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {D,E} | {C,D} -> {D,E} -> {E,F} | {D,E} -> {E,F} -> {F,G} | {E,F} -> {F,G} -> {G,H}",
random_small_vocab,scaled,8,naive_recurrence,7,chance_recurrence,600,4800,4200,582,510,3598,19,0.005278,0.999444,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.000642,0.002118,0.334068,0.144444,0.115873,0.021429,0.666667,0.172221,0.666667,0.172221,4.247928,4.247928,True,chance_subsequence_recurrence_overcompressed,False,,"{G,H} -> {D,E} -> {G,H} | {F,G} -> {C,D} -> {G,H} | {D,E} -> {F,G} -> {B,C} | {C,D} -> {F,G} -> {E,F} | {F,G} -> {D,E} -> {F,G}",
random_small_vocab,scaled,8,naive_recurrence,108,chance_recurrence,600,4800,4200,581,509,3597,17,0.004722,0.999167,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.000297,0.00212,0.333861,0.126852,0.123016,0.000794,0.5,0.171021,0.5,0.171021,4.087463,4.087463,True,chance_subsequence_recurrence_overcompressed,False,,"{D,E} -> {E,F} -> {C,D} | {F,G} -> {B,C} -> {F,G} | {D,E} -> {A,B} -> {E,F} | {B,C} -> {C,D} -> {A,H} | {B,C} -> {D,E} -> {F,G}",
random_small_vocab,scaled,8,naive_recurrence,209,chance_recurrence,600,4800,4200,578,506,3595,18,0.005,0.998611,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.000471,0.002106,0.333729,0.131481,0.134127,0.011905,0.5,0.169977,0.5,0.169977,4.169925,4.169925,True,chance_subsequence_recurrence_overcompressed,False,,"{B,C} -> {G,H} -> {G,H} | {B,C} -> {G,H} -> {C,D} | {G,H} -> {F,G} -> {A,B} | {F,G} -> {C,D} -> {E,F} | {D,E} -> {C,D} -> {C,D}",
uniform_branching,scaled,8,naive_recurrence,7,high_branch_entropy,600,4800,4200,556,463,3596,27,0.0075,0.998889,2,4,2,0.003333,0.006667,,,0,0,0,0,0.006667,0.009522,0.00788,0.338764,0.162963,0.076984,0.089683,0.666667,0.238492,1.0,1.0,4.20841,0.0,False,low_predictive_utility,False,,"{A,B} -> {B,M} -> {C,D} | {A,B} -> {B,K} -> {I,J} | {A,B} -> {B,E} -> {G,H} | {A,B} -> {B,I} -> {G,H} | {A,B} -> {B,G} -> {M,N}",
uniform_branching,scaled,8,naive_recurrence,108,high_branch_entropy,600,4800,4200,556,465,3598,29,0.008056,0.999444,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.009169,0.007792,0.338802,0.180556,0.063492,0.090476,0.666667,0.238583,1.0,1.0,4.280226,0.0,False,low_predictive_utility,False,,"{A,B} -> {B,M} -> {K,L} | {A,B} -> {B,K} -> {M,N} | {A,B} -> {B,G} -> {K,L} | {A,B} -> {B,E} -> {K,L} | {A,B} -> {B,I} -> {K,L}",
uniform_branching,scaled,8,naive_recurrence,209,high_branch_entropy,600,4800,4200,552,461,3594,27,0.0075,0.998333,0,0,0,0.0,0.0,,,0,0,0,0,0.0,0.009752,0.00809,0.338725,0.176852,0.060317,0.109524,1.0,0.235965,1.0,1.0,4.430632,0.0,False,low_predictive_utility,False,,"{A,B} -> {B,K} -> {C,D} | {A,B} -> {B,G} -> {C,D} | {A,B} -> {B,G} -> {I,J} | {A,B} -> {B,M} -> {I,J} | {A,B} -> {B,K} -> {M,N}",
