seed_index,seed,world,detector_variant,detector,event_decoder,null_model,status,failure_modes,event_count,transition_count,motif_count,canonical_motif_supports,canonical_motif_recovery,canonical_length3_supports,canonical_length3_support_min,canonical_length3_support_mass,canonical_length3_support_fraction,representation_gain,canonical_length3_ranks,canonical_event_support_fraction,canonical_transition_support_fraction,canonical_event_support_mass,canonical_transition_support_mass,motif_over_event_gain,motif_over_transition_gain,canonical_length3_rank_worst,length3_motif_support_mass,length3_motif_count,top5_length3_patterns,active_signal_cell_coverage_ratio,active_signal_cell_overcapture_ratio,event_history_accuracy,event_context_accuracy,collapsed_static_accuracy,predictive_accuracy_delta,compressibility_index,recurring_three_event_window_fraction,repeated_episode_instance_fraction
0,7,branch,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,observed,degraded,overcapture_degradation;motif_degradation,427,287,29,59;54,0.9,59;54,54,113,1.0,0.1,1;2,0.8641686182669789,0.818815331010453,369,235,0.135831,0.181185,2,113,2,"{A,B} -> {B,C} -> {C,D} | {A,B} -> {B,E} -> {E,F}",1.204121,0.204121,0.952381,0.97619,0.0,0.952381,0.510722,0.763514,0.792857
0,7,branch,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,within_episode_permuted,failed,overcapture_degradation;motif_loss,427,287,46,7;11,0.116667,7;11,7,18,0.15254237288135594,0.035875,12;4,0.8641686182669789,0.2613240418118467,369,75,-0.711626,-0.108782,12,118,12,"{B,C} -> {A,B} -> {C,D} | {B,C} -> {C,D} -> {A,B} | {B,E} -> {A,B} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {B,E} -> {E,F} -> {A,B}",1.204121,0.204121,0.954545,0.488372,0.147727,0.806818,0.45774,0.797297,0.792857
0,7,branch,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,episode_boundaries_permuted,failed,overcapture_degradation;motif_loss;history_prediction_failure;no_event_advantage_over_static,427,287,78,0;2,0.0,0;2,0,2,0.03508771929824561,0.035088,0;12,0.8641686182669789,0.14982578397212543,369,43,-0.829081,-0.114738,12,57,24,"{A,B} -> {A,B} -> {A,B} | {A,B} -> {A,B} -> {B,E} | {C,D} -> {B,E} -> {A,B} | {E,F} -> {B,E} -> {E,F} | {C,D} -> {A,B} -> {B,E}",1.204121,0.204121,0.193548,0.25,0.204545,-0.010997,0.288465,0.385135,0.342857
0,7,branch,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,global_label_permuted,failed,overcapture_degradation;motif_loss,427,287,29,0;0,0.0,0;0,0,0,0.0,0.0,0;0,0.17798594847775176,0.0,76,0,-0.177986,0.0,0,113,2,"{A,G} -> {D,G} -> {C,G} | {A,G} -> {E,F} -> {B,F}",1.204121,0.204121,0.952381,0.97619,0.0,0.952381,0.510722,0.763514,0.792857
0,7,branch,sliding_window_low_threshold,sliding_window,none,observed,degraded,overcapture_degradation;motif_degradation;history_prediction_degradation,452,312,45,55;46,0.766667,55;46,46,101,0.9439252336448598,0.177258,1;2,0.8008849557522124,0.7147435897435898,362,223,0.14304,0.229182,2,107,5,"{A,B} -> {B,C} -> {C,D} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {C,D,E} | {A,B,E} -> {B,E} -> {E,F} | {B,D,E} -> {B,E} -> {E,F}",1.272376,0.272376,0.818182,0.886364,0.0,0.818182,0.448866,0.622093,0.671429
0,7,branch,sliding_window_low_threshold,sliding_window,none,within_episode_permuted,failed,overcapture_degradation;motif_loss,452,312,61,10;8,0.133333,10;8,8,18,0.16981132075471697,0.036478,4;7,0.8008849557522124,0.2532051282051282,362,79,-0.631074,-0.083394,7,106,13,"{B,C} -> {A,B} -> {C,D} | {B,E} -> {E,F} -> {A,B} | {E,F} -> {A,B} -> {B,E} | {A,B} -> {B,C} -> {C,D} | {C,D} -> {B,C} -> {A,B}",1.278815,0.278815,0.95,0.482759,0.0,0.95,0.394676,0.616279,0.671429
0,7,branch,sliding_window_low_threshold,sliding_window,none,episode_boundaries_permuted,failed,overcapture_degradation;motif_loss;history_prediction_failure,452,312,96,0;2,0.0,0;2,0,2,0.034482758620689655,0.034483,0;15,0.8008849557522124,0.08333333333333333,362,26,-0.766402,-0.048851,15,58,27,"{B,E} -> {A,B} -> {A,B} | {A,B} -> {A,B} -> {E,F} | {B,E} -> {B,E} -> {A,B} | {B,E} -> {C,D} -> {A,B} | {C,D} -> {E,F} -> {B,E}",1.272376,0.272376,0.233333,0.135802,0.010989,0.222344,0.270328,0.337209,0.121429
0,7,branch,sliding_window_low_threshold,sliding_window,none,global_label_permuted,failed,overcapture_degradation;motif_loss;history_prediction_degradation,452,312,45,0;0,0.0,0;0,0,0,0.0,0.0,0;0,0.017699115044247787,0.0,8,0,-0.017699,0.0,0,107,5,"{F,G} -> {A,B,G} -> {A,B,D} | {F,G} -> {F,H} -> {C,G} | {F,G} -> {A,B,G} -> {A,B,E} | {B,G} -> {F,H} -> {C,G} | {B,H} -> {F,H} -> {C,G}",1.460399,0.460399,0.818182,0.886364,0.222222,0.59596,0.448866,0.622093,0.671429
0,7,branch,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,observed,failed,coverage_degradation;motif_loss;history_prediction_failure,557,417,90,40;40,0.666667,40;40,40,80,0.54421768707483,-0.122449,1;2,0.7863554757630161,0.5059952038369304,438,211,-0.242138,0.038222,2,147,22,"{A,B} -> {B,C} -> {C,D} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {A,B} -> {B,C} | {A,B} -> {B,C} -> {B,C} | {B,C} -> {C,D} -> {C,D}",0.808113,0.0,0.61194,0.695652,0.048387,0.563553,0.353513,0.530686,0.492857
0,7,branch,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,within_episode_permuted,failed,coverage_degradation;motif_loss;history_prediction_failure,557,417,93,8;8,0.133333,8;8,8,16,0.12213740458015267,-0.011196,6;5,0.7863554757630161,0.18225419664268586,438,76,-0.664218,-0.060117,6,131,29,"{C,D} -> {B,C} -> {A,B} | {B,E} -> {E,F} -> {A,B} | {B,C} -> {A,B} -> {C,D} | {A,B} -> {C,D} -> {B,C} | {A,B} -> {B,E} -> {E,F}",0.808113,0.0,0.507937,0.4,0.153226,0.354711,0.310003,0.472924,0.4
0,7,branch,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,episode_boundaries_permuted,failed,coverage_degradation;motif_loss;history_prediction_failure,557,417,120,3;0,0.0,3;0,0,3,0.02857142857142857,0.028571,14;0,0.7863554757630161,0.11990407673860912,438,50,-0.757784,-0.091333,14,105,42,"{A,B} -> {A,B} -> {C,D} | {B,C} -> {A,B} -> {B,C} | {C,D} -> {A,B} -> {A,B} | {B,E} -> {A,B} -> {A,B} | {A,B} -> {A,B} -> {B,E}",0.808113,0.0,0.185185,0.22807,0.142857,0.042328,0.262522,0.379061,0.057143
0,7,branch,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,global_label_permuted,failed,coverage_degradation;motif_loss;history_prediction_failure,557,417,90,0;0,0.0,0;0,0,0,0.0,0.0,0;0,0.03411131059245961,0.0,19,0,-0.034111,0.0,0,147,22,"{A,G} -> {D,H} -> {B,H} | {A,G} -> {E,G} -> {A,D} | {A,G} -> {A,G} -> {D,H} | {A,G} -> {D,H} -> {D,H} | {D,H} -> {B,H} -> {B,H}",0.808113,0.0,0.61194,0.695652,0.040323,0.571618,0.353513,0.530686,0.492857
0,7,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,observed,degraded,overcapture_degradation;motif_degradation;history_prediction_degradation,612,412,34,53;53;56,0.883333,53;53;56,53,162,1.0,0.116667,3;2;1,0.9003267973856209,0.837378640776699,551,345,0.099673,0.162621,3,162,3,"{A,B} -> {B,G} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {E,F}",1.21745,0.21745,0.932203,0.95,0.0,0.932203,0.51796,0.764151,0.81
0,7,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,within_episode_permuted,failed,overcapture_degradation;motif_loss;history_prediction_degradation,612,412,55,11;12;9,0.15,11;12;9,9,32,0.18823529411764706,0.038235,8;2;11,0.9003267973856209,0.3058252427184466,551,126,-0.712092,-0.11759,11,170,18,"{E,F} -> {B,C} -> {A,B} | {A,B} -> {B,E} -> {E,F} | {B,C} -> {E,F} -> {A,B} | {B,E} -> {A,B} -> {E,F} | {E,F} -> {A,B} -> {B,G}",1.21745,0.21745,0.777778,0.463415,0.0,0.777778,0.487779,0.801887,0.805
0,7,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,episode_boundaries_permuted,failed,overcapture_degradation;motif_loss;history_prediction_failure,612,412,98,2;2;2,0.033333,2;2;2,2,6,0.04580152671755725,0.012469,28;35;33,0.9003267973856209,0.16747572815533981,551,69,-0.854525,-0.121674,35,131,41,"{A,B} -> {A,B} -> {E,F} | {B,E} -> {A,B} -> {A,B} | {A,B} -> {A,B} -> {A,B} | {E,F} -> {E,F} -> {E,F} | {E,F} -> {A,B} -> {A,B}",1.21745,0.21745,0.24,0.316239,0.225,0.015,0.404658,0.617925,0.485
0,7,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,global_label_permuted,failed,overcapture_degradation;motif_loss;history_prediction_degradation,612,412,34,0;0;0,0.0,0;0;0,0,0,0.0,0.0,0;0;0,0.12254901960784313,0.0,75,0,-0.122549,0.0,0,162,3,"{A,H} -> {E,F} -> {A,E} | {A,H} -> {D,F} -> {A,E} | {A,H} -> {A,G} -> {A,E}",1.21745,0.21745,0.932203,0.95,0.0,0.932203,0.51796,0.764151,0.81
0,7,overlap,sliding_window_low_threshold,sliding_window,none,observed,degraded,overcapture_degradation;motif_degradation;history_prediction_degradation,645,445,58,46;45;52,0.75,46;45;52,45,143,0.910828025477707,0.160828,2;3;1,0.8449612403100775,0.7235955056179775,545,322,0.065867,0.187233,3,157,8,"{A,B} -> {B,G} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {B,E} -> {B,E,F} | {B,E} -> {B,E,F} -> {E,F}",1.278255,0.278255,0.84127,0.880952,0.0,0.84127,0.466437,0.640816,0.7
0,7,overlap,sliding_window_low_threshold,sliding_window,none,within_episode_permuted,failed,overcapture_degradation;motif_loss;history_prediction_degradation,645,445,74,9;11;10,0.15,9;11;10,9,30,0.19607843137254902,0.046078,7;3;6,0.8449612403100775,0.24943820224719102,545,111,-0.648883,-0.05336,7,153,19,"{E,F} -> {B,G} -> {A,B} | {A,B} -> {E,F} -> {B,C} | {A,B} -> {B,E} -> {E,F} | {B,G} -> {A,B} -> {E,F} | {B,E} -> {E,F} -> {A,B}",1.28481,0.28481,0.71875,0.511811,0.015385,0.703365,0.429511,0.62449,0.68
0,7,overlap,sliding_window_low_threshold,sliding_window,none,episode_boundaries_permuted,failed,overcapture_degradation;motif_loss;history_prediction_failure,645,445,110,0;0;0,0.0,0;0;0,0,0,0.0,0.0,0;0;0,0.8449612403100775,0.14157303370786517,545,63,-0.844961,-0.141573,0,118,38,"{A,B} -> {E,F} -> {A,B} | {E,F} -> {E,F} -> {A,B} | {E,F} -> {A,B} -> {E,F} | {A,B} -> {E,F} -> {E,F} | {E,F} -> {A,B} -> {A,B}",1.278255,0.278255,0.232143,0.313559,0.007874,0.224269,0.36436,0.481633,0.345
0,7,overlap,sliding_window_low_threshold,sliding_window,none,global_label_permuted,failed,overcapture_degradation;motif_loss;history_prediction_degradation,645,445,58,0;0;0,0.0,0;0;0,0,0,0.0,0.0,0;0;0,0.12093023255813953,0.0022471910112359553,78,1,-0.12093,-0.002247,0,157,8,"{C,H} -> {B,C} -> {C,E} | {C,H} -> {A,B,D} -> {C,E} | {C,H} -> {B,E,F} -> {C,E} | {C,H} -> {B,E,F} -> {F,H} | {B,E,F} -> {F,H} -> {C,E}",1.422468,0.422468,0.84127,0.880952,0.0,0.84127,0.466437,0.640816,0.7
0,7,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,observed,failed,coverage_degradation;motif_degradation;history_prediction_failure,787,587,107,43;43;44,0.716667,43;43;44,43,130,0.6310679611650486,-0.085599,3;2;1,0.8132147395171537,0.5485519591141397,640,322,-0.182147,0.082516,3,206,27,"{A,B} -> {B,G} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {B,E} -> {E,F} -> {E,F} | {A,B} -> {A,B} -> {B,E}",0.80651,0.0,0.597826,0.71519,0.076471,0.521355,0.371054,0.5323,0.555
0,7,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,within_episode_permuted,failed,coverage_degradation;motif_loss;history_prediction_failure,787,587,121,6;9;11,0.1,6;9;11,6,26,0.12149532710280374,0.021495,17;7;4,0.8132147395171537,0.21294718909710392,640,125,-0.691719,-0.091452,17,214,45,"{E,F} -> {B,C} -> {A,B} | {B,C} -> {E,F} -> {A,B} | {E,F} -> {B,G} -> {A,B} | {A,B} -> {B,G} -> {E,F} | {B,G} -> {E,F} -> {A,B}",0.80651,0.0,0.454545,0.428571,0.052941,0.401604,0.363049,0.552972,0.43
0,7,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,episode_boundaries_permuted,failed,coverage_degradation;motif_loss;history_prediction_failure,787,587,144,5;4;2,0.033333,5;4;2,2,11,0.057291666666666664,0.023959,11;15;30,0.8132147395171537,0.17546848381601363,640,103,-0.755923,-0.118177,30,192,55,"{A,B} -> {A,B} -> {E,F} | {E,F} -> {E,F} -> {E,F} | {E,F} -> {E,F} -> {A,B} | {A,B} -> {E,F} -> {E,F} | {E,F} -> {A,B} -> {A,B}",0.80651,0.0,0.175824,0.273292,0.164706,0.011118,0.332518,0.496124,0.145
0,7,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,global_label_permuted,failed,coverage_degradation;motif_loss;history_prediction_failure,787,587,107,0;0;0,0.0,0;0;0,0,0,0.0,0.0,0;0;0,0.02795425667090216,0.0,22,0,-0.027954,0.0,0,206,27,"{A,G} -> {D,E} -> {A,D} | {A,G} -> {E,G} -> {A,D} | {A,G} -> {D,H} -> {A,D} | {E,G} -> {A,D} -> {A,D} | {A,G} -> {A,G} -> {E,G}",0.80651,0.0,0.597826,0.71519,0.147059,0.450767,0.371054,0.5323,0.555
1,108,branch,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,observed,degraded,overcapture_degradation;motif_degradation;history_prediction_degradation,430,290,32,56;54,0.9,56;54,54,110,0.9821428571428571,0.082143,1;2,0.858139534883721,0.7896551724137931,369,229,0.124003,0.192488,2,112,3,"{A,B} -> {B,C} -> {C,D} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {B,E}",1.199613,0.199613,0.928571,0.952381,0.011628,0.916944,0.49509,0.746667,0.75
1,108,branch,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,within_episode_permuted,failed,overcapture_degradation;motif_loss,430,290,48,11;11,0.183333,11;11,11,22,0.2,0.016667,3;4,0.858139534883721,0.29310344827586204,369,85,-0.65814,-0.093103,4,110,12,"{A,B} -> {E,F} -> {B,E} | {B,C} -> {C,D} -> {A,B} | {A,B} -> {B,C} -> {C,D} | {A,B} -> {B,E} -> {E,F} | {B,C} -> {A,B} -> {C,D}",1.199613,0.199613,0.97561,0.404762,0.081395,0.894214,0.429585,0.733333,0.75
1,108,branch,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,episode_boundaries_permuted,failed,overcapture_degradation;motif_loss;history_prediction_failure,430,290,84,0;0,0.0,0;0,0,0,0.0,0.0,0;0,0.858139534883721,0.1206896551724138,369,35,-0.85814,-0.12069,0,59,26,"{A,B} -> {A,B} -> {C,D} | {E,F} -> {E,F} -> {A,B} | {B,E} -> {A,B} -> {B,E} | {C,D} -> {E,F} -> {B,C} | {B,C} -> {B,E} -> {E,F}",1.199613,0.199613,0.228571,0.171053,0.094118,0.134454,0.281889,0.393333,0.321429
1,108,branch,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,global_label_permuted,failed,overcapture_degradation;motif_loss;history_prediction_degradation,430,290,32,0;0,0.0,0;0,0,0,0.0,0.0,0;0,0.4441860465116279,0.0,191,0,-0.444186,0.0,0,112,3,"{E,F} -> {E,H} -> {F,G} | {E,F} -> {A,B} -> {A,C} | {E,F} -> {E,H} -> {A,B}",1.199613,0.199613,0.928571,0.952381,0.232558,0.696013,0.49509,0.746667,0.75
1,108,branch,sliding_window_low_threshold,sliding_window,none,observed,degraded,overcapture_degradation;motif_degradation;history_prediction_degradation,459,319,50,45;48,0.75,45;48,45,93,0.9207920792079208,0.170792,2;1,0.7908496732026143,0.6614420062695925,363,211,0.129942,0.25935,2,101,6,"{A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {C,D} | {A,B} -> {B,C,G} -> {B,C} | {B,C,G} -> {B,C} -> {C,D} | {A,B} -> {B,C} -> {B,C,E}",1.27604,0.27604,0.891892,0.829545,0.033708,0.858184,0.414544,0.564246,0.614286
1,108,branch,sliding_window_low_threshold,sliding_window,none,within_episode_permuted,failed,overcapture_degradation;motif_loss;history_prediction_degradation,459,319,64,7;10,0.116667,7;10,7,17,0.17,0.053333,10;2,0.7908496732026143,0.219435736677116,363,70,-0.62085,-0.049436,10,100,13,"{A,B} -> {C,D} -> {B,C} | {A,B} -> {B,E} -> {E,F} | {B,E} -> {E,F} -> {A,B} | {B,E} -> {A,B} -> {E,F} | {B,C} -> {C,D} -> {A,B}",1.280232,0.280232,0.871795,0.375,0.022472,0.849323,0.367169,0.558659,0.6
1,108,branch,sliding_window_low_threshold,sliding_window,none,episode_boundaries_permuted,failed,overcapture_degradation;motif_loss;history_prediction_failure,459,319,91,0;2,0.0,0;2,0,2,0.04,0.04,0;12,0.7908496732026143,0.10031347962382445,363,32,-0.75085,-0.060313,12,50,22,"{B,E} -> {B,C} -> {A,B} | {A,B} -> {B,E} -> {B,C} | {A,B} -> {A,B} -> {E,F} | {A,B} -> {A,B} -> {B,C} | {B,E} -> {B,E} -> {A,B}",1.27604,0.27604,0.241379,0.16092,0.021978,0.219401,0.24455,0.27933,0.157143
1,108,branch,sliding_window_low_threshold,sliding_window,none,global_label_permuted,failed,overcapture;motif_loss;history_prediction_degradation,459,319,50,0;0,0.0,0;0,0,0,0.0,0.0,0;0,0.030501089324618737,0.0,14,0,-0.030501,0.0,0,101,6,"{A,C,D} -> {B,F} -> {D,E,F} | {A,C,D} -> {B,H} -> {A,B,F} | {A,C,D} -> {F,H} -> {B,H} | {F,H} -> {B,H} -> {A,B,F} | {A,C,D} -> {B,H} -> {B,C}",1.619155,0.619155,0.891892,0.829545,0.224719,0.667173,0.414544,0.564246,0.614286
1,108,branch,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,observed,failed,coverage_degradation;motif_loss;history_prediction_failure,564,424,86,42;41,0.683333,42;41,41,83,0.5496688741721855,-0.133664,1;2,0.7695035460992907,0.49056603773584906,434,208,-0.219835,0.059103,2,151,24,"{A,B} -> {B,C} -> {C,D} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {A,B} -> {B,E} | {B,C} -> {C,D} -> {C,D} | {B,E} -> {E,F} -> {E,F}",0.793292,0.0,0.684211,0.725664,0.066667,0.617544,0.347771,0.53169,0.521429
1,108,branch,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,within_episode_permuted,failed,coverage_degradation;motif_loss;history_prediction_failure,564,424,94,4;9,0.066667,4;9,4,13,0.10236220472440945,0.035695,13;5,0.7695035460992907,0.1792452830188679,434,76,-0.667141,-0.076883,13,127,24,"{E,F} -> {A,B} -> {B,E} | {B,E} -> {A,B} -> {E,F} | {C,D} -> {B,C} -> {A,B} | {B,E} -> {E,F} -> {A,B} | {A,B} -> {B,E} -> {E,F}",0.793292,0.0,0.552239,0.384615,0.07438,0.477859,0.295796,0.447183,0.328571
1,108,branch,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,episode_boundaries_permuted,failed,coverage_degradation;motif_loss;history_prediction_failure,564,424,119,2;3,0.033333,2;3,2,5,0.04716981132075472,0.013837,20;8,0.7695035460992907,0.09905660377358491,434,42,-0.722334,-0.051887,20,106,40,"{B,C} -> {A,B} -> {A,B} | {A,B} -> {C,D} -> {A,B} | {E,F} -> {B,C} -> {A,B} | {E,F} -> {C,D} -> {B,C} | {B,C} -> {C,D} -> {A,B}",0.793292,0.0,0.16,0.243243,0.108333,0.051667,0.254344,0.373239,0.042857
